date,program_type,vacancies_per_day,beds_per_day,percent_vacant_per_day,year,month,day,percent_occupied_per_day
2021-12-01,Crisis Shelters,75,258,29.07,2021,12,1,70.93
2021-12-01,Crisis Shelters (HYA),5,35,14.29,2021,12,1,85.71000000000001
2021-12-01,Transitional Independent Living (HYA),0,25,0,2021,12,1,100
2021-12-01,Transitional Independent Living (TIL),122,495,24.65,2021,12,1,75.35
2021-12-02,Crisis Shelters,78,258,30.23,2021,12,2,69.77
2021-12-02,Crisis Shelters (HYA),5,35,14.29,2021,12,2,85.71000000000001
2021-12-02,Transitional Independent Living (HYA),0,25,0,2021,12,2,100
2021-12-02,Transitional Independent Living (TIL),125,495,25.25,2021,12,2,74.75
2021-12-03,Crisis Shelters,65,258,25.19,2021,12,3,74.81
2021-12-03,Crisis Shelters (HYA),5,35,14.29,2021,12,3,85.71000000000001
2021-12-03,Transitional Independent Living (HYA),0,25,0,2021,12,3,100
2021-12-03,Transitional Independent Living (TIL),125,495,25.25,2021,12,3,74.75
2021-12-04,Crisis Shelters,61,258,23.64,2021,12,4,76.36
2021-12-04,Crisis Shelters (HYA),5,35,14.29,2021,12,4,85.71000000000001
2021-12-04,Transitional Independent Living (HYA),0,25,0,2021,12,4,100
2021-12-04,Transitional Independent Living (TIL),125,495,25.25,2021,12,4,74.75
2021-12-05,Crisis Shelters,60,258,23.26,2021,12,5,76.74
2021-12-05,Crisis Shelters (HYA),6,35,17.14,2021,12,5,82.86
2021-12-05,Transitional Independent Living (HYA),0,25,0,2021,12,5,100
2021-12-05,Transitional Independent Living (TIL),126,495,25.45,2021,12,5,74.55
2021-12-06,Crisis Shelters,58,258,22.48,2021,12,6,77.52
2021-12-06,Crisis Shelters (HYA),5,35,14.29,2021,12,6,85.71000000000001
2021-12-06,Transitional Independent Living (HYA),1,25,4,2021,12,6,96
2021-12-06,Transitional Independent Living (TIL),128,495,25.86,2021,12,6,74.14
2021-12-07,Crisis Shelters,55,258,21.32,2021,12,7,78.68
2021-12-07,Crisis Shelters (HYA),5,35,14.29,2021,12,7,85.71000000000001
2021-12-07,Transitional Independent Living (HYA),0,25,0,2021,12,7,100
2021-12-07,Transitional Independent Living (TIL),127,495,25.66,2021,12,7,74.34
2021-12-08,Crisis Shelters,55,258,21.32,2021,12,8,78.68
2021-12-08,Crisis Shelters (HYA),5,35,14.29,2021,12,8,85.71000000000001
2021-12-08,Transitional Independent Living (HYA),1,25,4,2021,12,8,96
2021-12-08,Transitional Independent Living (TIL),127,495,25.66,2021,12,8,74.34
2021-12-09,Crisis Shelters,54,258,20.93,2021,12,9,79.07
2021-12-09,Crisis Shelters (HYA),5,35,14.29,2021,12,9,85.71000000000001
2021-12-09,Transitional Independent Living (HYA),1,25,4,2021,12,9,96
2021-12-09,Transitional Independent Living (TIL),128,495,25.86,2021,12,9,74.14
2021-12-10,Crisis Shelters,52,258,20.16,2021,12,10,79.84
2021-12-10,Crisis Shelters (HYA),6,35,17.14,2021,12,10,82.86
2021-12-10,Transitional Independent Living (HYA),1,25,4,2021,12,10,96
2021-12-10,Transitional Independent Living (TIL),130,495,26.26,2021,12,10,73.74
2021-12-11,Crisis Shelters,55,258,21.32,2021,12,11,78.68
2021-12-11,Crisis Shelters (HYA),6,35,17.14,2021,12,11,82.86
2021-12-11,Transitional Independent Living (HYA),1,25,4,2021,12,11,96
2021-12-11,Transitional Independent Living (TIL),129,495,26.06,2021,12,11,73.94
2021-12-12,Crisis Shelters,58,258,22.48,2021,12,12,77.52
2021-12-12,Crisis Shelters (HYA),6,35,17.14,2021,12,12,82.86
2021-12-12,Transitional Independent Living (HYA),1,25,4,2021,12,12,96
2021-12-12,Transitional Independent Living (TIL),128,495,25.86,2021,12,12,74.14
2021-12-13,Crisis Shelters,60,258,23.26,2021,12,13,76.74
2021-12-13,Crisis Shelters (HYA),6,35,17.14,2021,12,13,82.86
2021-12-13,Transitional Independent Living (HYA),1,25,4,2021,12,13,96
2021-12-13,Transitional Independent Living (TIL),128,495,25.86,2021,12,13,74.14
2021-12-14,Crisis Shelters,64,258,24.81,2021,12,14,75.19
2021-12-14,Crisis Shelters (HYA),6,35,17.14,2021,12,14,82.86
2021-12-14,Transitional Independent Living (HYA),1,25,4,2021,12,14,96
2021-12-14,Transitional Independent Living (TIL),126,495,25.45,2021,12,14,74.55
2021-12-15,Crisis Shelters,63,258,24.42,2021,12,15,75.58
2021-12-15,Crisis Shelters (HYA),6,35,17.14,2021,12,15,82.86
2021-12-15,Transitional Independent Living (HYA),1,25,4,2021,12,15,96
2021-12-15,Transitional Independent Living (TIL),127,495,25.66,2021,12,15,74.34
2021-12-16,Crisis Shelters,63,258,24.42,2021,12,16,75.58
2021-12-16,Crisis Shelters (HYA),5,35,14.29,2021,12,16,85.71000000000001
2021-12-16,Transitional Independent Living (HYA),1,25,4,2021,12,16,96
2021-12-16,Transitional Independent Living (TIL),126,495,25.45,2021,12,16,74.55
2021-12-17,Crisis Shelters,65,258,25.19,2021,12,17,74.81
2021-12-17,Crisis Shelters (HYA),4,35,11.43,2021,12,17,88.57
2021-12-17,Transitional Independent Living (HYA),1,25,4,2021,12,17,96
2021-12-17,Transitional Independent Living (TIL),125,495,25.25,2021,12,17,74.75
2021-12-18,Crisis Shelters,66,258,25.58,2021,12,18,74.42
2021-12-18,Crisis Shelters (HYA),4,35,11.43,2021,12,18,88.57
2021-12-18,Transitional Independent Living (HYA),1,25,4,2021,12,18,96
2021-12-18,Transitional Independent Living (TIL),126,495,25.45,2021,12,18,74.55
2021-12-19,Crisis Shelters,67,258,25.97,2021,12,19,74.03
2021-12-19,Crisis Shelters (HYA),4,35,11.43,2021,12,19,88.57
2021-12-19,Transitional Independent Living (HYA),1,25,4,2021,12,19,96
2021-12-19,Transitional Independent Living (TIL),129,495,26.06,2021,12,19,73.94
2021-12-20,Crisis Shelters,68,258,26.36,2021,12,20,73.64
2021-12-20,Crisis Shelters (HYA),4,35,11.43,2021,12,20,88.57
2021-12-20,Transitional Independent Living (HYA),2,25,8,2021,12,20,92
2021-12-20,Transitional Independent Living (TIL),128,495,25.86,2021,12,20,74.14
2021-12-21,Crisis Shelters,71,258,27.52,2021,12,21,72.48
2021-12-21,Crisis Shelters (HYA),4,35,11.43,2021,12,21,88.57
2021-12-21,Transitional Independent Living (HYA),2,25,8,2021,12,21,92
2021-12-21,Transitional Independent Living (TIL),127,495,25.66,2021,12,21,74.34
2021-12-22,Crisis Shelters,75,258,29.07,2021,12,22,70.93
2021-12-22,Crisis Shelters (HYA),0,35,0,2021,12,22,100
2021-12-22,Transitional Independent Living (HYA),3,25,12,2021,12,22,88
2021-12-22,Transitional Independent Living (TIL),129,495,26.06,2021,12,22,73.94
2021-12-23,Crisis Shelters,82,258,31.78,2021,12,23,68.22
2021-12-23,Crisis Shelters (HYA),0,35,0,2021,12,23,100
2021-12-23,Transitional Independent Living (HYA),3,25,12,2021,12,23,88
2021-12-23,Transitional Independent Living (TIL),128,495,25.86,2021,12,23,74.14
2021-12-24,Crisis Shelters,92,258,35.66,2021,12,24,64.34
2021-12-24,Crisis Shelters (HYA),0,35,0,2021,12,24,100
2021-12-24,Transitional Independent Living (HYA),3,25,12,2021,12,24,88
2021-12-24,Transitional Independent Living (TIL),128,495,25.86,2021,12,24,74.14
2021-12-25,Crisis Shelters,97,258,37.6,2021,12,25,62.4
2021-12-25,Crisis Shelters (HYA),0,35,0,2021,12,25,100
2021-12-25,Transitional Independent Living (HYA),3,25,12,2021,12,25,88
2021-12-25,Transitional Independent Living (TIL),129,495,26.06,2021,12,25,73.94
2021-12-26,Crisis Shelters,100,258,38.76,2021,12,26,61.24
2021-12-26,Crisis Shelters (HYA),2,35,5.71,2021,12,26,94.29
2021-12-26,Transitional Independent Living (HYA),3,25,12,2021,12,26,88
2021-12-26,Transitional Independent Living (TIL),129,495,26.06,2021,12,26,73.94
2021-12-27,Crisis Shelters,105,258,40.7,2021,12,27,59.3
2021-12-27,Crisis Shelters (HYA),2,35,5.71,2021,12,27,94.29
2021-12-27,Transitional Independent Living (HYA),3,25,12,2021,12,27,88
2021-12-27,Transitional Independent Living (TIL),129,495,26.06,2021,12,27,73.94
2021-12-28,Crisis Shelters,106,258,41.09,2021,12,28,58.91
2021-12-28,Crisis Shelters (HYA),1,35,2.86,2021,12,28,97.14
2021-12-28,Transitional Independent Living (HYA),3,25,12,2021,12,28,88
2021-12-28,Transitional Independent Living (TIL),130,495,26.26,2021,12,28,73.74
2021-12-29,Crisis Shelters,103,258,39.92,2021,12,29,60.08
2021-12-29,Crisis Shelters (HYA),2,35,5.71,2021,12,29,94.29
2021-12-29,Transitional Independent Living (HYA),3,25,12,2021,12,29,88
2021-12-29,Transitional Independent Living (TIL),129,495,26.06,2021,12,29,73.94
2021-12-30,Crisis Shelters,103,258,39.92,2021,12,30,60.08
2021-12-30,Crisis Shelters (HYA),1,35,2.86,2021,12,30,97.14
2021-12-30,Transitional Independent Living (HYA),3,25,12,2021,12,30,88
2021-12-30,Transitional Independent Living (TIL),132,495,26.67,2021,12,30,73.33
2021-12-31,Crisis Shelters,101,258,39.15,2021,12,31,60.85
2021-12-31,Crisis Shelters (HYA),1,35,2.86,2021,12,31,97.14
2021-12-31,Transitional Independent Living (HYA),2,25,8,2021,12,31,92
2021-12-31,Transitional Independent Living (TIL),135,495,27.27,2021,12,31,72.73
2022-01-01,Crisis Shelters,100,258,38.76,2022,1,1,61.24
2022-01-01,Crisis Shelters (HYA),1,35,2.86,2022,1,1,97.14
2022-01-01,Transitional Independent Living (HYA),2,25,8,2022,1,1,92
2022-01-01,Transitional Independent Living (TIL),135,495,27.27,2022,1,1,72.73
2022-01-02,Crisis Shelters,96,258,37.21,2022,1,2,62.79
2022-01-02,Crisis Shelters (HYA),1,35,2.86,2022,1,2,97.14
2022-01-02,Transitional Independent Living (HYA),2,25,8,2022,1,2,92
2022-01-02,Transitional Independent Living (TIL),134,495,27.07,2022,1,2,72.93
2022-01-03,Crisis Shelters,88,258,34.11,2022,1,3,65.89
2022-01-03,Crisis Shelters (HYA),1,35,2.86,2022,1,3,97.14
2022-01-03,Transitional Independent Living (HYA),1,25,4,2022,1,3,96
2022-01-03,Transitional Independent Living (TIL),134,495,27.07,2022,1,3,72.93
2022-01-04,Crisis Shelters,85,258,32.95,2022,1,4,67.05
2022-01-04,Crisis Shelters (HYA),1,35,2.86,2022,1,4,97.14
2022-01-04,Transitional Independent Living (HYA),1,25,4,2022,1,4,96
2022-01-04,Transitional Independent Living (TIL),134,495,27.07,2022,1,4,72.93
2022-01-05,Crisis Shelters,86,258,33.33,2022,1,5,66.67
2022-01-05,Crisis Shelters (HYA),0,35,0,2022,1,5,100
2022-01-05,Transitional Independent Living (HYA),0,25,0,2022,1,5,100
2022-01-05,Transitional Independent Living (TIL),138,495,27.88,2022,1,5,72.12
2022-01-06,Crisis Shelters,87,258,33.72,2022,1,6,66.28
2022-01-06,Crisis Shelters (HYA),0,35,0,2022,1,6,100
2022-01-06,Transitional Independent Living (HYA),0,25,0,2022,1,6,100
2022-01-06,Transitional Independent Living (TIL),140,495,28.28,2022,1,6,71.72
2022-01-07,Crisis Shelters,85,258,32.95,2022,1,7,67.05
2022-01-07,Crisis Shelters (HYA),2,35,5.71,2022,1,7,94.29
2022-01-07,Transitional Independent Living (HYA),0,25,0,2022,1,7,100
2022-01-07,Transitional Independent Living (TIL),138,495,27.88,2022,1,7,72.12
2022-01-08,Crisis Shelters,87,258,33.72,2022,1,8,66.28
2022-01-08,Crisis Shelters (HYA),2,35,5.71,2022,1,8,94.29
2022-01-08,Transitional Independent Living (HYA),0,25,0,2022,1,8,100
2022-01-08,Transitional Independent Living (TIL),139,495,28.08,2022,1,8,71.92
2022-01-09,Crisis Shelters,88,258,34.11,2022,1,9,65.89
2022-01-09,Crisis Shelters (HYA),2,35,5.71,2022,1,9,94.29
2022-01-09,Transitional Independent Living (HYA),0,25,0,2022,1,9,100
2022-01-09,Transitional Independent Living (TIL),139,495,28.08,2022,1,9,71.92
2022-01-10,Crisis Shelters,85,258,32.95,2022,1,10,67.05
2022-01-10,Crisis Shelters (HYA),2,35,5.71,2022,1,10,94.29
2022-01-10,Transitional Independent Living (HYA),0,25,0,2022,1,10,100
2022-01-10,Transitional Independent Living (TIL),140,495,28.28,2022,1,10,71.72
2022-01-11,Crisis Shelters,82,258,31.78,2022,1,11,68.22
2022-01-11,Crisis Shelters (HYA),2,35,5.71,2022,1,11,94.29
2022-01-11,Transitional Independent Living (HYA),0,25,0,2022,1,11,100
2022-01-11,Transitional Independent Living (TIL),141,495,28.48,2022,1,11,71.52
2022-01-12,Crisis Shelters,83,258,32.17,2022,1,12,67.83
2022-01-12,Crisis Shelters (HYA),2,35,5.71,2022,1,12,94.29
2022-01-12,Transitional Independent Living (HYA),0,25,0,2022,1,12,100
2022-01-12,Transitional Independent Living (TIL),140,495,28.28,2022,1,12,71.72
2022-01-13,Crisis Shelters,82,258,31.78,2022,1,13,68.22
2022-01-13,Crisis Shelters (HYA),3,35,8.57,2022,1,13,91.43
2022-01-13,Transitional Independent Living (HYA),0,25,0,2022,1,13,100
2022-01-13,Transitional Independent Living (TIL),135,495,27.27,2022,1,13,72.73
2022-01-14,Crisis Shelters,78,258,30.23,2022,1,14,69.77
2022-01-14,Crisis Shelters (HYA),3,35,8.57,2022,1,14,91.43
2022-01-14,Transitional Independent Living (HYA),0,25,0,2022,1,14,100
2022-01-14,Transitional Independent Living (TIL),135,495,27.27,2022,1,14,72.73
2022-01-15,Crisis Shelters,78,258,30.23,2022,1,15,69.77
2022-01-15,Crisis Shelters (HYA),2,35,5.71,2022,1,15,94.29
2022-01-15,Transitional Independent Living (HYA),0,25,0,2022,1,15,100
2022-01-15,Transitional Independent Living (TIL),136,495,27.47,2022,1,15,72.53
2022-01-16,Crisis Shelters,77,258,29.84,2022,1,16,70.16
2022-01-16,Crisis Shelters (HYA),2,35,5.71,2022,1,16,94.29
2022-01-16,Transitional Independent Living (HYA),0,25,0,2022,1,16,100
2022-01-16,Transitional Independent Living (TIL),136,495,27.47,2022,1,16,72.53
2022-01-17,Crisis Shelters,73,258,28.29,2022,1,17,71.71000000000001
2022-01-17,Crisis Shelters (HYA),2,35,5.71,2022,1,17,94.29
2022-01-17,Transitional Independent Living (HYA),0,25,0,2022,1,17,100
2022-01-17,Transitional Independent Living (TIL),138,495,27.88,2022,1,17,72.12
2022-01-18,Crisis Shelters,74,258,28.68,2022,1,18,71.32
2022-01-18,Crisis Shelters (HYA),1,35,2.86,2022,1,18,97.14
2022-01-18,Transitional Independent Living (HYA),0,25,0,2022,1,18,100
2022-01-18,Transitional Independent Living (TIL),136,495,27.47,2022,1,18,72.53
2022-01-19,Crisis Shelters,71,258,27.52,2022,1,19,72.48
2022-01-19,Crisis Shelters (HYA),1,35,2.86,2022,1,19,97.14
2022-01-19,Transitional Independent Living (HYA),0,25,0,2022,1,19,100
2022-01-19,Transitional Independent Living (TIL),137,495,27.68,2022,1,19,72.32
2022-01-20,Crisis Shelters,63,258,24.42,2022,1,20,75.58
2022-01-20,Crisis Shelters (HYA),2,35,5.71,2022,1,20,94.29
2022-01-20,Transitional Independent Living (HYA),0,25,0,2022,1,20,100
2022-01-20,Transitional Independent Living (TIL),136,495,27.47,2022,1,20,72.53
2022-01-21,Crisis Shelters,67,258,25.97,2022,1,21,74.03
2022-01-21,Crisis Shelters (HYA),2,35,5.71,2022,1,21,94.29
2022-01-21,Transitional Independent Living (HYA),0,25,0,2022,1,21,100
2022-01-21,Transitional Independent Living (TIL),137,495,27.68,2022,1,21,72.32
2022-01-22,Crisis Shelters,67,258,25.97,2022,1,22,74.03
2022-01-22,Crisis Shelters (HYA),2,35,5.71,2022,1,22,94.29
2022-01-22,Transitional Independent Living (HYA),0,25,0,2022,1,22,100
2022-01-22,Transitional Independent Living (TIL),137,495,27.68,2022,1,22,72.32
2022-01-23,Crisis Shelters,70,258,27.13,2022,1,23,72.87
2022-01-23,Crisis Shelters (HYA),2,35,5.71,2022,1,23,94.29
2022-01-23,Transitional Independent Living (HYA),0,25,0,2022,1,23,100
2022-01-23,Transitional Independent Living (TIL),140,495,28.28,2022,1,23,71.72
2022-01-24,Crisis Shelters,71,258,27.52,2022,1,24,72.48
2022-01-24,Crisis Shelters (HYA),3,35,8.57,2022,1,24,91.43
2022-01-24,Transitional Independent Living (HYA),0,25,0,2022,1,24,100
2022-01-24,Transitional Independent Living (TIL),141,495,28.48,2022,1,24,71.52
2022-01-25,Crisis Shelters,72,258,27.91,2022,1,25,72.09
2022-01-25,Crisis Shelters (HYA),2,35,5.71,2022,1,25,94.29
2022-01-25,Transitional Independent Living (HYA),0,25,0,2022,1,25,100
2022-01-25,Transitional Independent Living (TIL),139,495,28.08,2022,1,25,71.92
2022-01-26,Crisis Shelters,77,258,29.84,2022,1,26,70.16
2022-01-26,Crisis Shelters (HYA),3,35,8.57,2022,1,26,91.43
2022-01-26,Transitional Independent Living (HYA),0,25,0,2022,1,26,100
2022-01-26,Transitional Independent Living (TIL),136,495,27.47,2022,1,26,72.53
2022-01-27,Crisis Shelters,81,258,31.4,2022,1,27,68.6
2022-01-27,Crisis Shelters (HYA),3,35,8.57,2022,1,27,91.43
2022-01-27,Transitional Independent Living (HYA),1,25,4,2022,1,27,96
2022-01-27,Transitional Independent Living (TIL),129,495,26.06,2022,1,27,73.94
2022-01-28,Crisis Shelters,78,258,30.23,2022,1,28,69.77
2022-01-28,Crisis Shelters (HYA),3,35,8.57,2022,1,28,91.43
2022-01-28,Transitional Independent Living (HYA),1,25,4,2022,1,28,96
2022-01-28,Transitional Independent Living (TIL),129,495,26.06,2022,1,28,73.94
2022-01-29,Crisis Shelters,77,258,29.84,2022,1,29,70.16
2022-01-29,Crisis Shelters (HYA),3,35,8.57,2022,1,29,91.43
2022-01-29,Transitional Independent Living (HYA),1,25,4,2022,1,29,96
2022-01-29,Transitional Independent Living (TIL),128,495,25.86,2022,1,29,74.14
2022-01-30,Crisis Shelters,77,258,29.84,2022,1,30,70.16
2022-01-30,Crisis Shelters (HYA),3,35,8.57,2022,1,30,91.43
2022-01-30,Transitional Independent Living (HYA),1,25,4,2022,1,30,96
2022-01-30,Transitional Independent Living (TIL),129,495,26.06,2022,1,30,73.94
2022-01-31,Crisis Shelters,74,258,28.68,2022,1,31,71.32
2022-01-31,Crisis Shelters (HYA),2,35,5.71,2022,1,31,94.29
2022-01-31,Transitional Independent Living (HYA),1,25,4,2022,1,31,96
2022-01-31,Transitional Independent Living (TIL),130,495,26.26,2022,1,31,73.74
2022-02-01,Crisis Shelters,78,258,30.23,2022,2,1,69.77
2022-02-01,Crisis Shelters (HYA),2,35,5.71,2022,2,1,94.29
2022-02-01,Transitional Independent Living (HYA),1,25,4,2022,2,1,96
2022-02-01,Transitional Independent Living (TIL),131,495,26.46,2022,2,1,73.53999999999999
2022-02-02,Crisis Shelters,75,258,29.07,2022,2,2,70.93
2022-02-02,Crisis Shelters (HYA),2,35,5.71,2022,2,2,94.29
2022-02-02,Transitional Independent Living (HYA),1,25,4,2022,2,2,96
2022-02-02,Transitional Independent Living (TIL),131,495,26.46,2022,2,2,73.53999999999999
2022-02-03,Crisis Shelters,75,258,29.07,2022,2,3,70.93
2022-02-03,Crisis Shelters (HYA),2,35,5.71,2022,2,3,94.29
2022-02-03,Transitional Independent Living (HYA),1,25,4,2022,2,3,96
2022-02-03,Transitional Independent Living (TIL),134,495,27.07,2022,2,3,72.93
2022-02-04,Crisis Shelters,80,258,31.01,2022,2,4,68.99
2022-02-04,Crisis Shelters (HYA),0,35,0,2022,2,4,100
2022-02-04,Transitional Independent Living (HYA),1,25,4,2022,2,4,96
2022-02-04,Transitional Independent Living (TIL),134,495,27.07,2022,2,4,72.93
2022-02-05,Crisis Shelters,77,258,29.84,2022,2,5,70.16
2022-02-05,Crisis Shelters (HYA),0,35,0,2022,2,5,100
2022-02-05,Transitional Independent Living (HYA),1,25,4,2022,2,5,96
2022-02-05,Transitional Independent Living (TIL),135,495,27.27,2022,2,5,72.73
2022-02-06,Crisis Shelters,83,258,32.17,2022,2,6,67.83
2022-02-06,Crisis Shelters (HYA),0,35,0,2022,2,6,100
2022-02-06,Transitional Independent Living (HYA),1,25,4,2022,2,6,96
2022-02-06,Transitional Independent Living (TIL),135,495,27.27,2022,2,6,72.73
2022-02-07,Crisis Shelters,83,258,32.17,2022,2,7,67.83
2022-02-07,Crisis Shelters (HYA),1,35,2.86,2022,2,7,97.14
2022-02-07,Transitional Independent Living (HYA),0,25,0,2022,2,7,100
2022-02-07,Transitional Independent Living (TIL),132,495,26.67,2022,2,7,73.33
2022-02-08,Crisis Shelters,86,258,33.33,2022,2,8,66.67
2022-02-08,Crisis Shelters (HYA),0,35,0,2022,2,8,100
2022-02-08,Transitional Independent Living (HYA),0,25,0,2022,2,8,100
2022-02-08,Transitional Independent Living (TIL),130,495,26.26,2022,2,8,73.74
2022-02-09,Crisis Shelters,82,258,31.78,2022,2,9,68.22
2022-02-09,Crisis Shelters (HYA),1,35,2.86,2022,2,9,97.14
2022-02-09,Transitional Independent Living (HYA),0,25,0,2022,2,9,100
2022-02-09,Transitional Independent Living (TIL),130,495,26.26,2022,2,9,73.74
2022-02-10,Crisis Shelters,79,258,30.62,2022,2,10,69.38
2022-02-10,Crisis Shelters (HYA),3,35,8.57,2022,2,10,91.43
2022-02-10,Transitional Independent Living (HYA),0,25,0,2022,2,10,100
2022-02-10,Transitional Independent Living (TIL),131,495,26.46,2022,2,10,73.53999999999999
2022-02-11,Crisis Shelters,76,258,29.46,2022,2,11,70.53999999999999
2022-02-11,Crisis Shelters (HYA),3,35,8.57,2022,2,11,91.43
2022-02-11,Transitional Independent Living (HYA),0,25,0,2022,2,11,100
2022-02-11,Transitional Independent Living (TIL),128,495,25.86,2022,2,11,74.14
2022-02-12,Crisis Shelters,77,258,29.84,2022,2,12,70.16
2022-02-12,Crisis Shelters (HYA),3,35,8.57,2022,2,12,91.43
2022-02-12,Transitional Independent Living (HYA),0,25,0,2022,2,12,100
2022-02-12,Transitional Independent Living (TIL),127,495,25.66,2022,2,12,74.34
2022-02-13,Crisis Shelters,77,258,29.84,2022,2,13,70.16
2022-02-13,Crisis Shelters (HYA),3,35,8.57,2022,2,13,91.43
2022-02-13,Transitional Independent Living (HYA),0,25,0,2022,2,13,100
2022-02-13,Transitional Independent Living (TIL),129,495,26.06,2022,2,13,73.94
2022-02-14,Crisis Shelters,74,258,28.68,2022,2,14,71.32
2022-02-14,Crisis Shelters (HYA),2,35,5.71,2022,2,14,94.29
2022-02-14,Transitional Independent Living (HYA),0,25,0,2022,2,14,100
2022-02-14,Transitional Independent Living (TIL),132,495,26.67,2022,2,14,73.33
2022-02-15,Crisis Shelters,77,258,29.84,2022,2,15,70.16
2022-02-15,Crisis Shelters (HYA),2,35,5.71,2022,2,15,94.29
2022-02-15,Transitional Independent Living (HYA),0,25,0,2022,2,15,100
2022-02-15,Transitional Independent Living (TIL),133,495,26.87,2022,2,15,73.13
2022-02-16,Crisis Shelters,77,258,29.84,2022,2,16,70.16
2022-02-16,Crisis Shelters (HYA),3,35,8.57,2022,2,16,91.43
2022-02-16,Transitional Independent Living (HYA),1,25,4,2022,2,16,96
2022-02-16,Transitional Independent Living (TIL),134,495,27.07,2022,2,16,72.93
2022-02-17,Crisis Shelters,82,258,31.78,2022,2,17,68.22
2022-02-17,Crisis Shelters (HYA),2,35,5.71,2022,2,17,94.29
2022-02-17,Transitional Independent Living (HYA),1,25,4,2022,2,17,96
2022-02-17,Transitional Independent Living (TIL),131,495,26.46,2022,2,17,73.53999999999999
2022-02-18,Crisis Shelters,81,258,31.4,2022,2,18,68.6
2022-02-18,Crisis Shelters (HYA),2,35,5.71,2022,2,18,94.29
2022-02-18,Transitional Independent Living (HYA),0,25,0,2022,2,18,100
2022-02-18,Transitional Independent Living (TIL),128,495,25.86,2022,2,18,74.14
2022-02-19,Crisis Shelters,82,258,31.78,2022,2,19,68.22
2022-02-19,Crisis Shelters (HYA),2,35,5.71,2022,2,19,94.29
2022-02-19,Transitional Independent Living (HYA),0,25,0,2022,2,19,100
2022-02-19,Transitional Independent Living (TIL),129,495,26.06,2022,2,19,73.94
2022-02-20,Crisis Shelters,80,258,31.01,2022,2,20,68.99
2022-02-20,Crisis Shelters (HYA),2,35,5.71,2022,2,20,94.29
2022-02-20,Transitional Independent Living (HYA),0,25,0,2022,2,20,100
2022-02-20,Transitional Independent Living (TIL),129,495,26.06,2022,2,20,73.94
2022-02-21,Crisis Shelters,76,258,29.46,2022,2,21,70.53999999999999
2022-02-21,Crisis Shelters (HYA),1,35,2.86,2022,2,21,97.14
2022-02-21,Transitional Independent Living (HYA),0,25,0,2022,2,21,100
2022-02-21,Transitional Independent Living (TIL),134,495,27.07,2022,2,21,72.93
2022-02-22,Crisis Shelters,76,258,29.46,2022,2,22,70.53999999999999
2022-02-22,Crisis Shelters (HYA),2,35,5.71,2022,2,22,94.29
2022-02-22,Transitional Independent Living (HYA),0,25,0,2022,2,22,100
2022-02-22,Transitional Independent Living (TIL),132,495,26.67,2022,2,22,73.33
2022-02-23,Crisis Shelters,81,258,31.4,2022,2,23,68.6
2022-02-23,Crisis Shelters (HYA),2,35,5.71,2022,2,23,94.29
2022-02-23,Transitional Independent Living (HYA),0,25,0,2022,2,23,100
2022-02-23,Transitional Independent Living (TIL),130,495,26.26,2022,2,23,73.74
2022-02-24,Crisis Shelters,79,258,30.62,2022,2,24,69.38
2022-02-24,Crisis Shelters (HYA),2,35,5.71,2022,2,24,94.29
2022-02-24,Transitional Independent Living (HYA),0,25,0,2022,2,24,100
2022-02-24,Transitional Independent Living (TIL),127,495,25.66,2022,2,24,74.34
2022-02-25,Crisis Shelters,79,258,30.62,2022,2,25,69.38
2022-02-25,Crisis Shelters (HYA),2,35,5.71,2022,2,25,94.29
2022-02-25,Transitional Independent Living (HYA),0,25,0,2022,2,25,100
2022-02-25,Transitional Independent Living (TIL),124,495,25.05,2022,2,25,74.95
2022-02-26,Crisis Shelters,77,258,29.84,2022,2,26,70.16
2022-02-26,Crisis Shelters (HYA),3,35,8.57,2022,2,26,91.43
2022-02-26,Transitional Independent Living (HYA),0,25,0,2022,2,26,100
2022-02-26,Transitional Independent Living (TIL),128,495,25.86,2022,2,26,74.14
2022-02-27,Crisis Shelters,78,258,30.23,2022,2,27,69.77
2022-02-27,Crisis Shelters (HYA),3,35,8.57,2022,2,27,91.43
2022-02-27,Transitional Independent Living (HYA),0,25,0,2022,2,27,100
2022-02-27,Transitional Independent Living (TIL),128,495,25.86,2022,2,27,74.14
2022-02-28,Crisis Shelters,78,258,30.23,2022,2,28,69.77
2022-02-28,Crisis Shelters (HYA),2,35,5.71,2022,2,28,94.29
2022-02-28,Transitional Independent Living (HYA),0,25,0,2022,2,28,100
2022-02-28,Transitional Independent Living (TIL),124,495,25.05,2022,2,28,74.95
2022-03-01,Crisis Shelters,78,258,30.23,2022,3,1,69.77
2022-03-01,Crisis Shelters (HYA),4,35,11.43,2022,3,1,88.57
2022-03-01,Transitional Independent Living (HYA),0,25,0,2022,3,1,100
2022-03-01,Transitional Independent Living (TIL),123,495,24.85,2022,3,1,75.15
2022-03-02,Crisis Shelters,80,258,31.01,2022,3,2,68.99
2022-03-02,Crisis Shelters (HYA),5,35,14.29,2022,3,2,85.71000000000001
2022-03-02,Transitional Independent Living (HYA),0,25,0,2022,3,2,100
2022-03-02,Transitional Independent Living (TIL),125,495,25.25,2022,3,2,74.75
2022-03-03,Crisis Shelters,84,258,32.56,2022,3,3,67.44
2022-03-03,Crisis Shelters (HYA),5,35,14.29,2022,3,3,85.71000000000001
2022-03-03,Transitional Independent Living (HYA),0,25,0,2022,3,3,100
